post_id,thread_id,username,timestamp,category,label,title,content,replies,upvotes
363,1149,wraithdark,2025-12-12 00:50:35,fraud_carding,malicious,"Chargeback question, need advice","Bulk verified account logs for sale, discount for buyers taking 10+.",18,54
364,1041,nomadprime,2025-12-13 09:49:54,extremism,malicious,Manifesto discussion,"Sharing material for the cause, redistribute within trusted circles only.",9,48
365,1163,wraithcore,2025-12-14 05:18:42,benign_general,benign,"How to spot a scammer, general tips","Struggling to get my PGP key set up correctly, any beginner-friendly guides?",34,20
366,1140,driftcore,2025-12-15 06:18:42,marketplace_general,malicious,New vendor introduction,"New here, been vending elsewhere for a year, moving over with existing vouches.",14,2
367,1132,wraith,2025-12-16 16:32:18,benign_general,benign,Market etiquette for new users,"New here, what's considered normal etiquette before messaging a vendor directly? Prices negotiable for bulk.",1,40
368,1217,riven,2025-12-17 14:47:27,drugs,malicious,Fresh batch available - restock,"Payment through escrow only, will not deal outside the platform's system. No middlemen, direct contact only.",40,52
369,1043,wraithzero,2025-12-18 07:45:03,marketplace_general,malicious,Vendor bond question,"Market's been down for hours, anyone else seeing the same outage? Only dealing with verified members.",6,52
370,1028,spectercore538,2025-12-20 17:59:59,marketplace_general,malicious,Market downtime - status update,"Having a dispute over an order, mediator requested, ticket number in my profile. No middlemen, direct contact only.",18,7
371,1195,kryozero,2025-12-23 04:15:14,fraud_carding,malicious,CVV service - daily updates,"Custom kit for sale, private deal only, proof available on request to serious buyers.",28,40
372,1052,vortexv2,2025-12-27 03:08:25,extremism,malicious,Funding drive announcement,"Looking to expand our private channel, message if you share the cause and want in.",30,59
373,1108,rivenprime,2026-01-01 00:37:44,hacking_malware,malicious,Zero-day rumor thread,"Selling RDP access across multiple regions, uptime guaranteed for the listed period.",25,9
374,1156,onyxcore368,2026-01-01 01:33:40,extremism,malicious,Propaganda material share,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",1,11
375,1014,nomad88310,2026-01-01 07:30:50,hacking_malware,malicious,Selling access to compromised servers,"Builder tool for sale, private support included, no source code shared publicly.",41,-4
376,1186,cipherprime,2026-01-02 20:32:09,marketplace_general,malicious,Market downtime - status update,"How much is the vendor bond on this market currently, and how long does it last?",18,54
377,1108,shadow88,2026-01-03 04:47:49,marketplace_general,malicious,"Escrow dispute, need mediator","Having a dispute over an order, mediator requested, ticket number in my profile.",12,52
378,1133,byte,2026-01-03 05:18:57,drugs,malicious,"Reliable vendor, EU/US shipping",Anyone have experience with this vendor's turnaround time? First order feels slow. Will update thread as stock changes.,12,11
379,1109,hex,2026-01-03 11:50:08,benign_general,benign,"How to spot a scammer, general tips","New here, what's considered normal etiquette before messaging a vendor directly?",37,5
380,1078,phantomx,2026-01-04 10:03:57,fraud_carding,malicious,CVV service - daily updates,"Custom kit for sale, private deal only, proof available on request to serious buyers. Will update thread as stock changes.",37,25
381,1103,obscura13,2026-01-05 04:33:13,hacking_malware,malicious,"RDP access, various countries","Have access to a number of compromised boxes, selling per-host, DM with your use case.",12,53
382,1097,wraith77,2026-01-06 02:17:51,fraud_carding,malicious,"Fresh dumps available, high balance","Had a chargeback hit my account, anyone know how sellers usually handle it? First come first served.",40,56
383,1191,obscurax703,2026-01-06 17:23:24,marketplace_general,malicious,Vendor bond question,"Market's been down for hours, anyone else seeing the same outage? Only dealing with verified members.",21,2
384,1097,raven99,2026-01-07 14:33:59,marketplace_general,malicious,Vendor bond question,"Having a dispute over an order, mediator requested, ticket number in my profile. Only dealing with verified members.",33,27
385,1192,wraithcore,2026-01-07 22:19:48,extremism,malicious,Propaganda material share,"Discussion thread on the recent manifesto circulating, thoughts welcome from members.",15,36
386,1199,ghost99972,2026-01-08 13:20:19,hacking_malware,malicious,Custom malware builder for sale,"Heard rumors of an unpatched issue in a popular product, anyone have more info?",9,31
387,1029,hex13,2026-01-08 13:48:09,weapons,malicious,Shipping question - customs risk,"Worried about customs on this route, anyone shipped through here recently? Will update thread as stock changes.",3,7
388,1207,phantom994,2026-01-09 18:22:47,hacking_malware,malicious,Zero-day rumor thread,"Selling RDP access across multiple regions, uptime guaranteed for the listed period. First come first served.",16,-4
389,1192,obscurazero,2026-01-10 20:40:01,drugs,malicious,Fresh batch available - restock,Anyone have experience with this vendor's turnaround time? First order feels slow.,44,27
390,1115,kryo77406,2026-01-12 03:07:23,hacking_malware,malicious,Selling access to compromised servers,"Heard rumors of an unpatched issue in a popular product, anyone have more info?",19,24
391,1212,shadowv2385,2026-01-12 20:01:22,benign_general,benign,Site rules reminder,"Curious what people are using these days for their VPN, looking for recommendations.",34,16
392,1034,onyxv2,2026-01-13 01:23:51,weapons,malicious,"Parts available, discreet shipping","Bundle deal this week, message for the full list and current prices.",45,57
393,1025,specter88851,2026-01-13 09:39:35,extremism,malicious,Propaganda material share,"Sharing material for the cause, redistribute within trusted circles only.",15,8
394,1028,cipher13,2026-01-15 02:43:57,hacking_malware,malicious,"RDP access, various countries","Have access to a number of compromised boxes, selling per-host, DM with your use case.",43,1
395,1128,onyxv2703,2026-01-15 18:36:43,fraud_carding,malicious,"Fresh dumps available, high balance","Selling fresh cards, high balance guaranteed, replacements offered within 24h. First come first served.",41,5
396,1149,cipherroot341,2026-01-16 08:19:03,weapons,malicious,"Looking for supplier, serious buyers only","Bundle deal this week, message for the full list and current prices.",11,35
397,1097,obscura77,2026-01-20 18:51:31,benign_general,benign,Which VPN do you use?,"Pinned thread on general operational security basics, please read before posting. No middlemen, direct contact only.",0,16
398,1138,shadow99175,2026-01-21 21:45:01,hacking_malware,malicious,Zero-day rumor thread,"Heard rumors of an unpatched issue in a popular product, anyone have more info?",18,5
399,1145,bytedark,2026-01-23 18:33:56,benign_general,benign,Site rules reminder,"Off-topic but what has everyone been reading or watching lately, need suggestions. Only dealing with verified members.",20,30
400,1071,cipherzero,2026-01-24 01:53:09,extremism,malicious,Meetup coordination - private channel,"Discussion thread on the recent manifesto circulating, thoughts welcome from members.",10,14
401,1138,staticx,2026-01-24 18:16:14,drugs,malicious,Looking for trusted supplier in region,"Payment through escrow only, will not deal outside the platform's system.",34,44
402,1197,null13,2026-01-25 01:30:29,fraud_carding,malicious,Looking for cashout method,"Had a chargeback hit my account, anyone know how sellers usually handle it?",19,-1
403,1106,ghost13,2026-01-27 05:16:02,fraud_carding,malicious,"Chargeback question, need advice","Had a chargeback hit my account, anyone know how sellers usually handle it?",43,46
404,1065,cipher99798,2026-01-27 07:43:18,fraud_carding,malicious,"New phishing kit, private sale","Had a chargeback hit my account, anyone know how sellers usually handle it?",23,41
405,1053,cipherzero,2026-01-28 01:41:46,drugs,malicious,Stealth packaging question,"Restocked over the weekend, usual quality, DM for the menu and pricing list.",11,0
406,1118,onyxdark,2026-01-28 02:29:30,marketplace_general,malicious,Feedback for recent purchase,"Having a dispute over an order, mediator requested, ticket number in my profile.",3,25
407,1130,riven13252,2026-01-28 23:09:29,fraud_carding,malicious,CVV service - daily updates,"Bulk verified account logs for sale, discount for buyers taking 10+. First come first served.",18,58
408,1080,obscuraroot,2026-01-31 11:56:03,extremism,malicious,Manifesto discussion,"Sharing material for the cause, redistribute within trusted circles only.",12,31
409,1025,ciphercore981,2026-02-01 10:36:05,weapons,malicious,"Parts available, discreet shipping","Open to trading, have surplus accessories, looking for specific ammo type. Prices negotiable for bulk.",2,-2
410,1087,nomad_,2026-02-02 19:46:21,weapons,malicious,Shipping question - customs risk,"Have a small batch of parts available this month, discreet packaging as always.",22,10
411,1095,obscurazero,2026-02-03 15:47:27,fraud_carding,malicious,"Selling verified accounts, bulk discount","Daily updated list, DM for pricing tiers and sample checker output.",43,38
412,1177,onyx13,2026-02-04 21:00:25,hacking_malware,malicious,Custom malware builder for sale,"Hiring a coder for a private project, paid in crypto, message with portfolio. Only dealing with verified members.",33,31
413,1225,specter77,2026-02-04 23:42:12,extremism,malicious,Meetup coordination - private channel,"Looking to expand our private channel, message if you share the cause and want in.",18,-2
414,1177,vortex9x,2026-02-05 10:13:24,extremism,malicious,Recruitment thread - new members,"Discussion thread on the recent manifesto circulating, thoughts welcome from members.",33,31
415,1202,byte403,2026-02-05 11:06:35,weapons,malicious,"Parts available, discreet shipping","Open to trading, have surplus accessories, looking for specific ammo type.",8,6
416,1123,shadowcore,2026-02-05 18:02:45,hacking_malware,malicious,Zero-day rumor thread,"Heard rumors of an unpatched issue in a popular product, anyone have more info?",24,34
417,1207,vortex13,2026-02-07 10:26:15,benign_general,benign,"How to spot a scammer, general tips","Pinned thread on general operational security basics, please read before posting.",30,53
418,1201,cipherprime,2026-02-08 03:15:21,benign_general,benign,Off-topic: what are you reading lately,"Pinned thread on general operational security basics, please read before posting.",17,41
419,1146,rivenprime,2026-02-08 06:11:30,marketplace_general,malicious,Feedback for recent purchase,"Having a dispute over an order, mediator requested, ticket number in my profile. First come first served.",20,12
420,1156,nullprime,2026-02-09 04:14:36,marketplace_general,malicious,Feedback for recent purchase,"Market's been down for hours, anyone else seeing the same outage?",15,56
421,1047,cipherdark454,2026-02-09 08:26:44,benign_general,benign,Which VPN do you use?,"Pinned thread on general operational security basics, please read before posting. Will update thread as stock changes.",27,57
422,1181,ciphernight979,2026-02-10 12:08:07,benign_general,benign,Site rules reminder,"New here, what's considered normal etiquette before messaging a vendor directly?",31,-5
423,1034,onyxprime,2026-02-10 17:04:14,benign_general,benign,Weekly check-in thread,"Pinned thread on general operational security basics, please read before posting.",41,14
424,1113,fenrirnight,2026-02-11 01:33:08,weapons,malicious,Accessory bundle for sale,"Open to trading, have surplus accessories, looking for specific ammo type. Only dealing with verified members.",44,40
425,1020,vortexprime,2026-02-11 16:11:49,weapons,malicious,Accessory bundle for sale,"Worried about customs on this route, anyone shipped through here recently?",24,17
426,1134,wraith99,2026-02-12 03:25:25,fraud_carding,malicious,"Chargeback question, need advice","Custom kit for sale, private deal only, proof available on request to serious buyers.",37,17
427,1026,fenrir13625,2026-02-14 04:57:00,fraud_carding,malicious,"Fresh dumps available, high balance","Bulk verified account logs for sale, discount for buyers taking 10+.",24,38
428,1228,raven88,2026-02-17 01:56:55,hacking_malware,malicious,Selling access to compromised servers,"Hiring a coder for a private project, paid in crypto, message with portfolio.",37,19
429,1088,ghostroot613,2026-02-17 04:26:33,weapons,malicious,"Trade offer, ammo for parts","Have a small batch of parts available this month, discreet packaging as always. Only dealing with verified members.",45,1
430,1086,nomadroot,2026-02-17 18:18:47,weapons,malicious,"Looking for supplier, serious buyers only","Open to trading, have surplus accessories, looking for specific ammo type.",19,-3
431,1076,shadowv2340,2026-02-18 13:40:32,extremism,malicious,Funding drive announcement,"Sharing material for the cause, redistribute within trusted circles only.",7,48
432,1195,specterv2,2026-02-19 02:28:00,fraud_carding,malicious,"New phishing kit, private sale","Had a chargeback hit my account, anyone know how sellers usually handle it?",29,49
433,1046,riven13,2026-02-19 11:29:31,hacking_malware,malicious,Botnet rental - hourly / daily,"Builder tool for sale, private support included, no source code shared publicly.",41,-2
434,1000,phantom88105,2026-02-20 19:36:24,marketplace_general,malicious,New vendor introduction,"New here, been vending elsewhere for a year, moving over with existing vouches.",34,6
435,1117,phantomnight,2026-02-21 03:45:51,hacking_malware,malicious,Custom malware builder for sale,"Selling RDP access across multiple regions, uptime guaranteed for the listed period.",9,3
436,1047,driftx291,2026-02-21 23:54:43,weapons,malicious,Accessory bundle for sale,"Looking for a new supplier after my last contact went dark, vouches required.",43,57
437,1089,kryonight,2026-02-22 09:50:00,hacking_malware,malicious,Selling access to compromised servers,"Renting out infrastructure by the hour or day, contact for current availability.",27,58
438,1115,specter99532,2026-02-23 08:48:39,drugs,malicious,"New product line, samples ready","Restocked over the weekend, usual quality, DM for the menu and pricing list. No middlemen, direct contact only.",28,-4
439,1189,rivencore711,2026-02-26 23:38:03,fraud_carding,malicious,"Selling verified accounts, bulk discount","Selling fresh cards, high balance guaranteed, replacements offered within 24h.",17,31
440,1029,fenrirx,2026-03-01 02:47:52,extremism,malicious,Propaganda material share,"Coordinating a private meetup, details shared only with verified members. Prices negotiable for bulk.",14,28
441,1106,glitchzero595,2026-03-01 08:00:28,hacking_malware,malicious,"RDP access, various countries","Have access to a number of compromised boxes, selling per-host, DM with your use case. Prices negotiable for bulk.",36,23
442,1114,drift99,2026-03-02 01:17:49,benign_general,benign,Market etiquette for new users,"General tips thread on spotting scam listings, share your own red flags.",8,33
443,1181,fenrirv2,2026-03-02 12:49:48,weapons,malicious,"Looking for supplier, serious buyers only","Worried about customs on this route, anyone shipped through here recently?",0,-4
444,1100,phantomcore,2026-03-02 14:41:38,extremism,malicious,Propaganda material share,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",5,59
445,1149,raven99,2026-03-05 21:15:08,hacking_malware,malicious,Botnet rental - hourly / daily,"Builder tool for sale, private support included, no source code shared publicly. Only dealing with verified members.",22,34
446,1162,kryozero556,2026-03-06 11:55:38,extremism,malicious,Meetup coordination - private channel,"Coordinating a private meetup, details shared only with verified members.",40,36
447,1155,null_,2026-03-07 22:33:40,marketplace_general,malicious,Vendor bond question,"How much is the vendor bond on this market currently, and how long does it last?",3,15
448,1097,specter99,2026-03-08 18:26:28,hacking_malware,malicious,"RDP access, various countries","Have access to a number of compromised boxes, selling per-host, DM with your use case.",14,33
449,1141,shadowcore,2026-03-11 05:38:32,weapons,malicious,"Trade offer, ammo for parts","Bundle deal this week, message for the full list and current prices.",39,48
450,1044,nullcore,2026-03-12 07:07:50,extremism,malicious,Funding drive announcement,"Coordinating a private meetup, details shared only with verified members.",7,22
451,1221,ghost77,2026-03-13 12:29:07,fraud_carding,malicious,"Selling verified accounts, bulk discount","Selling fresh cards, high balance guaranteed, replacements offered within 24h.",35,40
452,1008,raven7773,2026-03-17 00:07:32,fraud_carding,malicious,"Fresh dumps available, high balance","Bulk verified account logs for sale, discount for buyers taking 10+. Will update thread as stock changes.",40,2
453,1146,ghost13,2026-03-17 04:22:34,marketplace_general,malicious,Vendor bond question,"Left feedback for my last order, decent turnaround, packaging was solid. No middlemen, direct contact only.",36,19
454,1031,rivencore246,2026-03-18 12:19:30,hacking_malware,malicious,"RDP access, various countries","Heard rumors of an unpatched issue in a popular product, anyone have more info?",10,34
455,1219,cipher88954,2026-03-20 03:57:23,weapons,malicious,"Trade offer, ammo for parts","Bundle deal this week, message for the full list and current prices.",36,57
456,1119,hexnight,2026-03-20 17:22:58,fraud_carding,malicious,"Fresh dumps available, high balance","Selling fresh cards, high balance guaranteed, replacements offered within 24h.",32,48
457,1000,nomad99,2026-03-23 08:35:13,drugs,malicious,Fresh batch available - restock,"Restocked over the weekend, usual quality, DM for the menu and pricing list. Will update thread as stock changes.",41,48
458,1174,shadow,2026-03-26 02:20:52,fraud_carding,malicious,"New phishing kit, private sale","Need a reliable cashout method for a specific region, willing to split profit.",42,31
459,1006,shadow88897,2026-03-26 04:50:03,extremism,malicious,Meetup coordination - private channel,"Coordinating a private meetup, details shared only with verified members. No middlemen, direct contact only.",16,59
460,1204,fenrirx,2026-03-28 12:07:36,drugs,malicious,"New product line, samples ready",Anyone have experience with this vendor's turnaround time? First order feels slow.,32,9
461,1155,glitchx,2026-03-29 05:13:03,drugs,malicious,"Escrow release delayed, advice?","Discount for bulk repeat buyers, ask for the loyalty menu.",6,27
462,1210,cipherroot,2026-03-29 14:44:03,drugs,malicious,"Escrow release delayed, advice?","Discount for bulk repeat buyers, ask for the loyalty menu.",44,31
463,1040,raven9x693,2026-03-29 17:23:31,hacking_malware,malicious,Selling access to compromised servers,"Selling RDP access across multiple regions, uptime guaranteed for the listed period.",43,45
464,1088,vortex897,2026-03-30 08:26:24,benign_general,benign,PGP setup help,"Struggling to get my PGP key set up correctly, any beginner-friendly guides?",7,-1
465,1196,onyx77,2026-03-31 08:28:30,extremism,malicious,Meetup coordination - private channel,"Coordinating a private meetup, details shared only with verified members.",2,31
466,1004,kryozero,2026-04-02 12:55:22,hacking_malware,malicious,Custom malware builder for sale,"Heard rumors of an unpatched issue in a popular product, anyone have more info? Only dealing with verified members.",15,15
467,1170,phantom88,2026-04-04 18:33:59,fraud_carding,malicious,Looking for cashout method,"Daily updated list, DM for pricing tiers and sample checker output. Will update thread as stock changes.",30,40
468,1205,kryo88,2026-04-05 18:00:53,drugs,malicious,Looking for trusted supplier in region,"Looking for a mid-size supplier for my region, must have prior positive feedback.",7,6
469,1105,bytedark,2026-04-07 00:03:54,extremism,malicious,Manifesto discussion,"Sharing material for the cause, redistribute within trusted circles only.",44,57
470,1081,kryo77,2026-04-08 08:34:01,fraud_carding,malicious,"Fresh dumps available, high balance","Bulk verified account logs for sale, discount for buyers taking 10+. No middlemen, direct contact only.",21,32
471,1161,byte88,2026-04-08 12:18:33,marketplace_general,malicious,Market downtime - status update,"Left feedback for my last order, decent turnaround, packaging was solid.",35,22
472,1191,fenrir99,2026-04-09 03:13:44,hacking_malware,malicious,"RDP access, various countries","Have access to a number of compromised boxes, selling per-host, DM with your use case. First come first served.",2,20
473,1056,nomad9x,2026-04-09 22:20:10,fraud_carding,malicious,CVV service - daily updates,"Selling fresh cards, high balance guaranteed, replacements offered within 24h. Only dealing with verified members.",33,-1
474,1076,onyx13,2026-04-10 10:55:33,extremism,malicious,Manifesto discussion,"Coordinating a private meetup, details shared only with verified members.",19,38
475,1015,static_,2026-04-11 22:33:35,benign_general,benign,Off-topic: what are you reading lately,"Pinned thread on general operational security basics, please read before posting. First come first served.",28,49
476,1204,drift99,2026-04-12 19:43:54,fraud_carding,malicious,CVV service - daily updates,"Daily updated list, DM for pricing tiers and sample checker output. Only dealing with verified members.",42,20
477,1014,null110,2026-04-12 20:39:51,extremism,malicious,Meetup coordination - private channel,"Looking to expand our private channel, message if you share the cause and want in.",35,14
478,1136,obscura_340,2026-04-15 03:13:15,hacking_malware,malicious,Botnet rental - hourly / daily,"Builder tool for sale, private support included, no source code shared publicly.",4,25
479,1143,raven77,2026-04-15 10:47:54,extremism,malicious,Propaganda material share,"Looking to expand our private channel, message if you share the cause and want in.",30,29
480,1092,vortex88121,2026-04-16 07:51:07,benign_general,benign,Site rules reminder,"Off-topic but what has everyone been reading or watching lately, need suggestions.",30,26
481,1024,driftzero,2026-04-16 19:42:58,hacking_malware,malicious,"Looking for a coder, paid work","Selling RDP access across multiple regions, uptime guaranteed for the listed period.",34,23
482,1162,driftnight,2026-04-17 02:17:51,benign_general,benign,Site rules reminder,"General tips thread on spotting scam listings, share your own red flags.",34,31
483,1162,ghost99274,2026-04-18 21:28:35,weapons,malicious,"Parts available, discreet shipping","Open to trading, have surplus accessories, looking for specific ammo type. No middlemen, direct contact only.",10,31
484,1025,onyxdark,2026-04-20 07:29:35,hacking_malware,malicious,"RDP access, various countries","Hiring a coder for a private project, paid in crypto, message with portfolio. Prices negotiable for bulk.",26,27
485,1226,obscura88,2026-04-20 15:17:09,benign_general,benign,Which VPN do you use?,"Pinned thread on general operational security basics, please read before posting. No middlemen, direct contact only.",34,24
486,1012,cipher,2026-04-21 12:29:35,drugs,malicious,Stealth packaging question,Anyone have experience with this vendor's turnaround time? First order feels slow. Will update thread as stock changes.,15,16
487,1165,rivenx,2026-04-23 09:08:27,drugs,malicious,Stealth packaging question,"Discount for bulk repeat buyers, ask for the loyalty menu. Only dealing with verified members.",37,0
488,1137,specternight,2026-04-25 03:41:53,hacking_malware,malicious,Botnet rental - hourly / daily,"Selling RDP access across multiple regions, uptime guaranteed for the listed period. No middlemen, direct contact only.",43,23
489,1215,shadow13,2026-04-25 08:21:49,drugs,malicious,Fresh batch available - restock,Anyone have experience with this vendor's turnaround time? First order feels slow.,19,21
490,1031,onyx9x,2026-04-26 21:45:26,drugs,malicious,"Reliable vendor, EU/US shipping","Looking for a mid-size supplier for my region, must have prior positive feedback.",35,-1
491,1066,wraithroot,2026-04-28 21:56:23,extremism,malicious,Recruitment thread - new members,"Starting a funding drive, crypto wallet shared in the pinned members-only post. No middlemen, direct contact only.",4,12
492,1055,vortexv2971,2026-05-01 07:12:03,weapons,malicious,"Trade offer, ammo for parts","Bundle deal this week, message for the full list and current prices. Prices negotiable for bulk.",31,19
493,1218,kryodark,2026-05-02 16:28:53,drugs,malicious,Stealth packaging question,"Restocked over the weekend, usual quality, DM for the menu and pricing list.",22,11
494,1100,byte13,2026-05-03 12:19:06,hacking_malware,malicious,Selling access to compromised servers,"Have access to a number of compromised boxes, selling per-host, DM with your use case.",39,45
495,1057,fenrirroot,2026-05-03 20:23:18,benign_general,benign,"How to spot a scammer, general tips","Struggling to get my PGP key set up correctly, any beginner-friendly guides?",18,43
496,1179,specterroot,2026-05-04 06:14:34,extremism,malicious,Funding drive announcement,"Coordinating a private meetup, details shared only with verified members.",15,38
497,1165,null_995,2026-05-06 20:42:58,drugs,malicious,Looking for trusted supplier in region,"Discount for bulk repeat buyers, ask for the loyalty menu. Will update thread as stock changes.",34,-5
498,1061,cipher88,2026-05-09 02:15:06,marketplace_general,malicious,Vendor bond question,"How much is the vendor bond on this market currently, and how long does it last?",29,-1
499,1197,shadownight,2026-05-10 01:08:51,drugs,malicious,"Reliable vendor, EU/US shipping","Discount for bulk repeat buyers, ask for the loyalty menu.",40,43
500,1154,riven99,2026-05-10 11:13:10,drugs,malicious,Looking for trusted supplier in region,"Restocked over the weekend, usual quality, DM for the menu and pricing list.",16,20
501,1118,rivendark,2026-05-11 06:03:39,marketplace_general,malicious,New vendor introduction,"Having a dispute over an order, mediator requested, ticket number in my profile.",44,-2
502,1202,static_,2026-05-11 08:38:16,weapons,malicious,Shipping question - customs risk,"Bundle deal this week, message for the full list and current prices.",12,8
503,1162,ravenzero,2026-05-15 09:33:34,marketplace_general,malicious,Market downtime - status update,"Having a dispute over an order, mediator requested, ticket number in my profile.",44,31
504,1122,vortexdark578,2026-05-15 13:17:19,hacking_malware,malicious,"Looking for a coder, paid work","Have access to a number of compromised boxes, selling per-host, DM with your use case.",19,26
505,1149,kryoroot,2026-05-16 02:24:22,drugs,malicious,Stealth packaging question,"Looking for a mid-size supplier for my region, must have prior positive feedback. First come first served.",5,11
506,1020,vortexprime,2026-05-16 12:37:13,hacking_malware,malicious,"RDP access, various countries","Renting out infrastructure by the hour or day, contact for current availability.",37,36
507,1016,static_,2026-05-17 18:44:19,hacking_malware,malicious,"RDP access, various countries","Heard rumors of an unpatched issue in a popular product, anyone have more info?",44,8
508,1032,driftv2957,2026-05-18 01:07:51,extremism,malicious,Funding drive announcement,"Discussion thread on the recent manifesto circulating, thoughts welcome from members.",32,29
509,1192,ravenv2572,2026-05-18 16:52:19,marketplace_general,malicious,"Escrow dispute, need mediator","Market's been down for hours, anyone else seeing the same outage?",41,39
510,1105,phantom88434,2026-05-19 02:28:16,benign_general,benign,Weekly check-in thread,"General tips thread on spotting scam listings, share your own red flags. Prices negotiable for bulk.",24,4
511,1029,drift13611,2026-05-20 09:29:29,benign_general,benign,Off-topic: what are you reading lately,"Curious what people are using these days for their VPN, looking for recommendations.",39,23
512,1171,vortexzero930,2026-05-20 22:54:23,benign_general,benign,"How to spot a scammer, general tips","Struggling to get my PGP key set up correctly, any beginner-friendly guides? Prices negotiable for bulk.",23,44
513,1075,nullprime383,2026-05-23 14:58:20,hacking_malware,malicious,Botnet rental - hourly / daily,"Heard rumors of an unpatched issue in a popular product, anyone have more info?",21,41
514,1130,vortexnight906,2026-05-25 09:51:39,extremism,malicious,Propaganda material share,"Looking to expand our private channel, message if you share the cause and want in. No middlemen, direct contact only.",33,26
515,1063,obscurav2947,2026-05-25 11:35:36,marketplace_general,malicious,Vendor bond question,"How much is the vendor bond on this market currently, and how long does it last?",33,29
516,1105,vortexroot,2026-05-25 18:57:00,extremism,malicious,Manifesto discussion,"Starting a funding drive, crypto wallet shared in the pinned members-only post. No middlemen, direct contact only.",18,3
517,1042,phantomzero257,2026-05-26 10:23:26,benign_general,benign,OPSEC basics megathread,"Off-topic but what has everyone been reading or watching lately, need suggestions.",11,9
518,1037,hexcore,2026-05-26 16:50:46,extremism,malicious,Recruitment thread - new members,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",14,40
519,1193,cipherroot,2026-05-28 09:06:29,fraud_carding,malicious,"New phishing kit, private sale","Had a chargeback hit my account, anyone know how sellers usually handle it? First come first served.",40,2
520,1065,onyxv2526,2026-05-28 10:31:31,benign_general,benign,Site rules reminder,"Weekly thread to check in, how's everyone's week been on here? Only dealing with verified members.",43,15
521,1092,cipher99,2026-05-31 04:47:19,marketplace_general,malicious,"Escrow dispute, need mediator","New here, been vending elsewhere for a year, moving over with existing vouches. Will update thread as stock changes.",37,22
522,1161,hexroot,2026-05-31 07:30:52,marketplace_general,malicious,"Escrow dispute, need mediator","Left feedback for my last order, decent turnaround, packaging was solid.",8,12
523,1170,raven9x,2026-06-01 16:00:37,extremism,malicious,Funding drive announcement,"Looking to expand our private channel, message if you share the cause and want in.",39,16
524,1020,hex99,2026-06-01 16:26:10,extremism,malicious,Meetup coordination - private channel,"Looking to expand our private channel, message if you share the cause and want in.",12,13
525,1042,specter99,2026-06-06 17:25:12,benign_general,benign,PGP setup help,"Curious what people are using these days for their VPN, looking for recommendations.",14,37
526,1113,phantomcore212,2026-06-07 02:18:36,extremism,malicious,Meetup coordination - private channel,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",13,2
527,1219,byte99,2026-06-07 09:30:09,fraud_carding,malicious,"New phishing kit, private sale","Daily updated list, DM for pricing tiers and sample checker output.",44,50
528,1162,nomad77368,2026-06-07 11:33:45,fraud_carding,malicious,"Fresh dumps available, high balance","Had a chargeback hit my account, anyone know how sellers usually handle it?",28,8
529,1172,wraith13735,2026-06-09 18:09:38,drugs,malicious,"Escrow release delayed, advice?","Discount for bulk repeat buyers, ask for the loyalty menu. First come first served.",7,24
530,1220,cipher99,2026-06-09 19:37:27,extremism,malicious,Propaganda material share,"Coordinating a private meetup, details shared only with verified members.",8,-5
531,1226,riven,2026-06-13 11:03:19,benign_general,benign,OPSEC basics megathread,"Reminder from the mods: no doxxing, no personal info, follow the posted rules.",9,58
532,1004,ghost99,2026-06-13 12:31:29,hacking_malware,malicious,Zero-day rumor thread,"Heard rumors of an unpatched issue in a popular product, anyone have more info?",2,35
533,1196,byte77791,2026-06-13 15:05:05,extremism,malicious,Manifesto discussion,"Coordinating a private meetup, details shared only with verified members. First come first served.",44,30
534,1160,onyx99469,2026-06-15 15:49:02,marketplace_general,malicious,Vendor bond question,"New here, been vending elsewhere for a year, moving over with existing vouches. First come first served.",12,38
535,1040,kryodark936,2026-06-15 18:20:47,extremism,malicious,Meetup coordination - private channel,"Starting a funding drive, crypto wallet shared in the pinned members-only post.",30,32
536,1121,bytedark,2026-06-16 18:42:51,benign_general,benign,OPSEC basics megathread,"Weekly thread to check in, how's everyone's week been on here? First come first served.",4,42
537,1171,glitchnight,2026-06-19 14:45:29,weapons,malicious,"Parts available, discreet shipping","Have a small batch of parts available this month, discreet packaging as always.",17,28
538,1058,ghostdark940,2026-06-19 16:53:28,drugs,malicious,"New product line, samples ready","Discount for bulk repeat buyers, ask for the loyalty menu.",30,12
539,1174,kryo99,2026-06-20 04:06:47,fraud_carding,malicious,Looking for cashout method,"Custom kit for sale, private deal only, proof available on request to serious buyers.",26,13
540,1031,nullnight,2026-06-21 13:17:14,extremism,malicious,Propaganda material share,"Looking to expand our private channel, message if you share the cause and want in. Only dealing with verified members.",9,58
541,1179,shadow88,2026-06-21 13:55:07,fraud_carding,malicious,"Selling verified accounts, bulk discount","Need a reliable cashout method for a specific region, willing to split profit.",16,26
542,1139,fenrirdark232,2026-06-25 09:17:35,weapons,malicious,Accessory bundle for sale,"Looking for a new supplier after my last contact went dark, vouches required.",17,2
543,1093,obscuracore,2026-06-27 10:44:16,hacking_malware,malicious,Botnet rental - hourly / daily,"Selling RDP access across multiple regions, uptime guaranteed for the listed period.",20,21
